"bbid","naam","uri","straatnaam","straat_uri","breen","kleinnr","nr1876","tekst"
"BB3561","Kurksnijdersgang",,"Brouwersgracht","https://adamlink.nl/geo/street/brouwersgracht/623","ja","205","-","Kurksnijdersgang B: Brouwersgracht 205   -   vervallen.; (BWK); Kw.: 2 (1780, 1796); TA: 3 (1788-1811); K1805; (L)"
"BB3562","Kwaadgeldssteegje",,"Herengracht","https://adamlink.nl/geo/street/herengracht/1768","nee",,,"Kwaadgeldssteegje – Herengracht TA: 5 (1639-04-12, 1639-04-13, 1639-05-30, 1639-07-01, 1644-08-19)"
"BB3563","Kijfsteeg(je)",,"Nieuwezijds Voorburgwal","https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207","nee",,,"Kijfsteeg(je) – Nieuwezijds Voorburgwal TA: 1 (1704-06-19)"
"BB3564","Laag-Erf","https://adamlink.nl/geo/street/leger-steeg/5489","N.Z. Achterburgw.","https://adamlink.nl/geo/street/spuistraat/4276","ja","55/56","201-213","Laag-Erf B: N.Z. Achterburgw. 55/56   201-213 Thans: Legersteeg. Op een begrafenisbriefje uit 1705 “Leege Heurst”. Zie Inneemboek van het Aalmoezeniersweeshuis, Ao. 1705, No. 125.; BF; CC; OD; 2; WV: 2 (1646, 1740); Kw.: 1 (1662); B Wk: 1 (1750); B W Kf: 4 (1693-1762); TA: 15 (1610-1786); MNM: 4 (1774-1799); ONA: 1 (1799); K1805; BS: G 27, O 32, Ov 17 (1811-(1836)), krt1796; krt1842; RN53; BA53; BR; (tGA); RN75; L; A1900; Tram25; AS30; SvA35; AAA38/39"
"BB3565","Laangang",,"Goudsbloemstraat","https://adamlink.nl/geo/street/goudsbloemstraat/1537","ja","59","-","Laangang B: Goudsbloemstraat 59   -   vervallen. zie: Boeiersgang"
"BB3566",,,,,,,,"Laat Haversteeg MNM zie: Late Haversteeg"
"BB3567","Laatste Slopje",,"Warmoesstraat","https://adamlink.nl/geo/street/warmoesstraat/4883","nee",,,"Laatste Slopje – Warmoesstraat Kw."
"BB3568","Laatste Steeg",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Laatste Steeg – Anjeliersgracht Kw.; MNM"
"BB3569",,,,,,,,"Laatste Waaigat"
"BB3570","Laauwpoortje",,,,"nee",,,"Laauwpoortje – Dirk van Hasseltssteeg RN53 zie: Louwenpoortje"
"BB3571","Lage Erf",,,,"nee",,,"Lage Erf – Nieuwezijds Achtrburgwal BS; BR zie: Laag Erf"
"BB3572","Lagegang",,,,"ja",,,"Lagegang B: Nieuwe Looiersstraat 77/76  tusschen 92 en 94; (BWK); BS: G 1, O 6, Ov 3 (1811-1844); RN53; BA53; BR; L"
"BB3573","Lagegang",,"Korte Prinsengracht","https://adamlink.nl/geo/street/korte-prinsengracht/2484","ja","14","-","Lagegang B: Korte Prinsengracht 14   -   vervallen.; (BWK)"
"BB3574","Lakenkoopersgang",,"Prinsenstraat","https://adamlink.nl/geo/street/prinsenstraat/3686","ja","13","-","Lakenkoopersgang B: Prinsenstraat 13   -   vervallen.; BWK; BS: O 1 (1825); (L)"
"BB3575","Lakensgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Lakensgang – Anjeliersgracht BS: Ov 1 (O49/7/54v)"
"BB3576","Lakenstoppersgang",,"Anjeliersstraat","https://adamlink.nl/geo/street/anjeliersstraat/168","nee",,,"Lakenstoppersgang – Anjeliersstraat B K Kf: 1 (1655-11-09)"
"BB3577","Lakmoesgang","https://adamlink.nl/geo/street/lakmoesgang/6730","Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","ja","200","51-53","Lakmoesgang B: Anjeliersgracht 200   51-53 In 1796: Verfmolensgang.; (B Nok: 1); WV: 1 (1692); Kw.: 1 (1759); TA: 4 (1729-1804); K1805; BS: O 5, Ov 1 (1814-1847); RN53; BA53; RN75; L; Tram25; AS30; SvA35; AAA38/39"
"BB3578","Lamme(n)gang",,"Egelantiersstraat","https://adamlink.nl/geo/street/egelantiersstraat/1210","nee",,,"Lamme(n)gang – Egelantiersstraat K1805; BS zie: Wittelammerengang"
"BB3579","Lammergang",,"Uilenburgerachterstraat","https://adamlink.nl/geo/street/uilenburgerstraat/5667","nee",,,"Lammergang – Uilenburgerachterstraat TA (zie ook: Lemmergang): 1 (1807-04-17)"
"BB3580","Lammersgang",,"Passeerdersstraat","https://adamlink.nl/geo/street/passeerdersstraat/3484","nee",,,"Lammersgang – Passeerdersstraat B H&L Kf: 4 (1655-10-12, 1655-11-03, 1656-02-20, 1669-10-27)"
"BB3581",,,,,,,,"Lammersteegje BF zie: Vlasbloemsteeg"
"BB3582","Lammetjesgang",,"Rapenburg","https://adamlink.nl/geo/street/rapenburg/3742","nee",,,"Lammetjesgang – Rapenburg BS: O 1 (O38/8/42)"
"BB3583","Lampengang",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Lampengang – Lange Houtstraat BS: O 1 (O27/6/116)"
"BB3584","Lampmakers?gang",,"Nieuwe Leliestraat","https://adamlink.nl/geo/street/nieuwe-leliestraat/3159","nee",,,"Lampmakers?gang – Nieuwe Leliestraat B W Kf: 1 (1693-09-22)"
"BB3585",,,,,,,,"Lamsteegje B K Kf: 1 (1602-09-05)"
"BB3586","Landskronengang",,"Palmstraat","https://adamlink.nl/geo/street/palmstraat/3453","ja","48","-","Landskronengang B: Palmstraat 48   -   vervallen.; BWK; MNM: 1 (1759); K1805"
"BB3587","Gang",,"Het Land van Belofte",,"nee",,,"Het Land van Belofte – Bloemstraat Zz – Gang WV"
"BB3588","Land-v.-Beloftengang",,"Haarlemmer Houttuinen","https://adamlink.nl/geo/street/haarlemmer-houttuinen/1625","ja","57","59","Land-v.-Beloftengang B: Haarlemmer Houttuinen 57   59 Thans naamloos.; (BWK); L"
"BB3589","Land van Beloftensteeg",,,,"nee",,,"Land van Beloftensteeg – Gang BA53"
"BB3590","Land van Beloftensteeg",,,,"nee",,,"Land van Beloftensteeg – Gangen RN75"
"BB3591","Land van Beloftensteeg",,,,"nee",,,"Land van Beloftensteeg – Slop RN53; BA53"
"BB3592","Slopsteegje",,"Land van Beloftensteeg","https://adamlink.nl/geo/street/land-van-beloftensteeg/5747","nee",,,"Land van Beloftensteeg – Slopsteegje Kw.: 1 (1615-05-29)"
"BB3593","Uitgang",,"Land van Beloftensteeg","https://adamlink.nl/geo/street/land-van-beloftensteeg/5747","nee",,,"Land van Beloftensteeg – Uitgang TA: 1 (1627-06-26)"
"BB3594","Land van Beloftenstraatje of Blindemansteegje",,"Baksteegje",,"nee",,,"Land van Beloftenstraatje of Blindemansteegje – Baksteegje TA: 1 (1674-04-13)"
"BB3595","Land van Beloftenstraatje of Blindemanssteegje",,"Zaksteegje",,"nee",,,"Land van Beloftenstraatje of Blindemanssteegje – Zaksteegje WV"
"BB3596","Langardegang",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","nee",,,"Langardegang – Paardenstraat K1805 zie: Lange Aardegang"
"BB3597","Lang-Bedachtegang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","ja","77","33","Lang-Bedachtegang B: Oude Looiersstraat 77   33 Thans: Onbedachtegang.; BWK; TA: 2 (1747, 1753); K1805; BS: G 1, O 8, Ov 8 (1813-1851); RN53; BA53; RN75; L; (H)"
"BB3598","Lange Aaf(s)gang",,"Goudsbloemgracht Zz","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lange Aaf(s)gang – Goudsbloemgracht Zz WV: 1 (1691-01-22)"
"BB3599","Lange-Aachtengang","https://adamlink.nl/geo/street/bakkersgang/5925","Goudsbloemgr.","https://adamlink.nl/geo/street/willemsstraat/5074","ja","104/105","71-77","Lange-Aachtengang B: Goudsbloemgr. 104/105   71-77 zie: Bakkersgang"
"BB3600","Lange Aardegang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lange Aardegang – Goudsbloemgracht TA; BS zie: Lange Aachtengang"
"BB3601","Lange-Aardegang",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","ja","12","13-21","Lange-Aardegang B: Paardenstraat 12   13-21   vervallen. In 1876: Langenaardsteeg.; BWK; B H&L Kf: 6 (1655-1717); Kw.: 9 (1656-1751); WV: 2 (1660, 1713); B L Kf: 1 (1672); TA: 41 (1639- Paardenstraat [Id.] Huis en erf, in de Arendsgang 1658-10-11 \"een huijs ende erve staende ende gelegen inde Paerde=straet tot Amsterdam in een gemeene gangh, genaemt [lange] Arenden gangh get(eken)t No. drij ... 1658-10-11\", \"een huijs Ende erve staende en(de) gelegen inde Paerdestraet tot Amsterdam, in een gemeene gangh, genaemt lange Arenden gangh, aende Westzijde, get(eken)t met No. 1 belent een gemeene gangh aende Zuijtzijde ... 1658-10-11\" - \"de helft in een huis en erve staande en leggende aan de oostZijde van de paardestraat op de noorderhoek van de Lange aarde gang, tussen de binnen amstel en de reguliers dwarsstraat genaamd de amstelstraat ... 1717-09-16\" -1788, \"Een Huis met drie Agterhuizen en hunne Erven, staande en gelegen in de Paardenstraat, op de Hoek van de Lange aarden gang, te Zamen in Een Koop, het Huijs getekend D. 6. gr. 15. No. 11. Wijk 28 No. 4683 NN in t Blaauw de agterhuijzen get. D. 6. gr. 15. No. 2. 3 en 4 Oude No. 4684 en 4685 NN 4751 en 4752 in 't Blaauw in de vijlC. onder No. 4 ... 1810-08-31 31. v. oogstmnd 1810\"); MNM: 1 (1770); K1805; BS: G 2, O 17, Ov 3 (1812-1853); RN53; BA53; BR: Langgaardengang Y 421, 422 kl. nr. 2; RN75"
"BB3602",,,,,,,,"Lange Aardengang B H&L Kf: 1 (1655-09-28)"
"BB3603",,,,,,,,"Lange Aart(en)gang/-steegje B KL: 7 (1657-07-04 - 1663-05-02); B H&L Kf: 2 (1658-02-08, 1664-05-30); TA zie: Lange Aardegang"
"BB3604","Lang(e) Aart(en)gang – Beulingstraat/Schans B H&L Kf: 5 (1653-03-09",,,,"nee",,,"Lang(e) Aart(en)gang – Beulingstraat/Schans B H&L Kf: 5 (1653-03-09 - 1657-01-10)"
"BB3605","Lange Aartensteegje",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","nee",,,"Lange Aartensteegje – Paardenstraat B H&L Kf zie: Lange Aardegang"
"BB3606","Lange Aartsgang",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","nee",,,"Lange Aartsgang – Paardenstraat TA zie: Lange Aardegang"
"BB3607","Lange Aartsgang",,"Schans","https://adamlink.nl/geo/street/schans/6969","nee",,,"Lange Aartsgang – Schans B KL: 1 (1657-09-23)"
"BB3608",,,,,,,,"Lange Achten-/Achter-/Achtstegang – Goudsbloemgracht Kw.;TA; MNM; K1805; BS zie: Bakkersgang 104/105/Lange Aachtengang"
"BB3609",,,,,,,,"Lange Aefen-Aefsgang – Goudsbloemgracht TA zie: Bakkersgang 105/104"
"BB3610","Lange Arendengang",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","nee",,,"Lange Arendengang - Paardenstraat TA zie: Lange-Aardegang"
"BB3611","Lange Arend(zijn)gang",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","nee",,,"Lange Arend(zijn)gang – Paardenstraat TA zie: Lange-Aardegang"
"BB3612","Lange-Arendsgang",,,,"ja",,,"Lange-Arendsgang B: Amstelstraat 18   tusschen 15 en 17; BWK; B H&L Kf; Kw. zie: Lange Aardegang – Paardenstraat; RN53; L"
"BB3613","Lange Arendsgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lange Arendsgang – Goudsbloemgracht TA: 1 (1696-11-09)"
"BB3614",,,,,,,,"Lange Arendssteegje B KL: 1 (1661-03-09)"
"BB3615","Lange Blekersgang",,"Tichelstraat","https://adamlink.nl/geo/street/tichelstraat/4447","nee",,,"Lange Blekersgang – Tichelstraat BS: O 2 (O32/8/163)"
"BB3616","Lange Brede Straat",,"Rapenburg","https://adamlink.nl/geo/street/rapenburg/3742","nee",,,"Lange Brede Straat - Rapenburg TA: Rapenburg [Lange Brede Straat op Rapenburg] Erf en getimmerte 17-06-1613"
"BB3617","Langebrugsteeg – Gang WV: 2 (1614-01-14, 1705-12-21); Kw.: 1 (1627-01-29); TA: 4 (\"een huys & erue staende Jn een gemeene ganck van zes voeten wyt welcke ganck gelegen is Jnde langhebrughsteech ... 1606-07-07\"",,,,"nee",,,"Langebrugsteeg – Gang WV: 2 (1614-01-14, 1705-12-21); Kw.: 1 (1627-01-29); TA: 4 (\"een huys & erue staende Jn een gemeene ganck van zes voeten wyt welcke ganck gelegen is Jnde langhebrughsteech ... 1606-07-07\" - 1706-05-07); MNM: 1 (1763-06-27); K1805"
"BB3618","Naamlooze Gang",,"Langebrugsteeg","https://adamlink.nl/geo/street/langebrugsteeg/2614","ja","3","9","Langebrugsteeg B: Naamlooze Gang 3   9"
"BB3619","Langebrugsteeg",,,,"nee",,,"Langebrugsteeg – Gang RN53; BA53"
"BB3620","Gemene Gang",,"Langebrugsteeg","https://adamlink.nl/geo/street/langebrugsteeg/2614","nee",,,"Langebrugsteeg – Gemene Gang WV: 2 (1620-01-27, 1662-01-25)"
"BB3621","Lange Dirkengang",,"Benningerpad",,"nee",,,"Lange Dirkengang – Benningerpad B H&L Kf: 2 (1654-12-13, 1656-01-16)"
"BB3622","Langedoeksgang",,"Oude Looiersstraat","https://adamlink.nl/geo/street/oude-looiersstraat/3387","nee",,,"Langedoeksgang – Oude Looiersstraat K1805"
"BB3623","Gang",,"Lange Dijkstraat","https://adamlink.nl/geo/street/dijkstraat/1009","nee",,,"Lange Dijkstraat – Gang WV"
"BB3624","Lang(e) Erf",,"Nieuwezijds Achterburgwal","https://adamlink.nl/geo/street/spuistraat/4276","nee",,,"Lang(e) Erf – Nieuwezijds Achterburgwal BS zie: Laag Erf"
"BB3625","Lange Evaasgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lange Evaasgang – Goudsbloemgracht WV; TA zie: Lange Eversgang"
"BB3626","Lange Eversgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lange Eversgang – Goudsbloemgracht WV: 1 (1692-01-28); TA: 1 (1700-09-29)"
"BB3627","Langegang",,,,"ja",,,"Langegang B: Keizersgr. b/d. Brouwersgr. -   -   vervallen. Volgens de kaart van wijk 51. In 1796 vervallen.; BWK"
"BB3628","Langegang",,"Tweede Looiersdwarsstraat","https://adamlink.nl/geo/street/tweede-looiersdwarsstraat/4566","nee",,,"Langegang – Tweede Looiersdwarsstraat TA (zie ook: Adam en Eva’sgang): 2 (1719-01-17, 1728-07-06)"
"BB3629",,,,,,,,"Lange Hol/Lange Holsteegje Kw.; BR; BS"
"BB3630","Lange Houtmakersgang",,"Joden Houttuinen","https://adamlink.nl/geo/street/joden-houttuinen/2157","nee",,,"Lange Houtmakersgang - Joden Houttuinen TA"
"BB3631","Gang",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Lange Houtstraat – Engelse Kerk – Gang TA: 1 (1621-09-14)"
"BB3632","Gang",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Lange Houtstraat – Gang Kw.: 1 (1641-07-19); WV: 1 (1666-01-25); TA: 1 (\"een achterhuys Ende Erve staende op Vloyenburch Jnde Lange houtstraet, ... strecken(de) voor van(de) straet met een gemeen ganck Integaen van omtrent drie voeten breet ... 1629-07-18\")"
"BB3633","Gang van de Suikerbakkerij",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Lange Houtstraat – Gang van de Suikerbakkerij Kw.: 1 (1684-05-09); TA: 1 (\"een huys ende erve gestaen Jnde Lange houtstraet belent ... & de ganck vande Zuyckerbackerye, die by desen huyse ouertimmert is ... 1627-12-01\")"
"BB3634","Lange Houtstraat",,,,"nee",,,"Lange Houtstraat – Gang RN53"
"BB3635","Gang",,"Lange Houtstraat Nz","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Lange Houtstraat Nz – Gang TA: 1 (1760-08-21)"
"BB3636","Pad of Gang",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Lange Houtstraat – Pad of Gang TA: 1 (\" een vrye pas ofte ganck van vier voeten wydt, om van hen erven, achter de selve gangh gelegen, voor uyt aende lange houtstraet te mogen gaen, leggende d'voorsz ganck tusschen thuys van(de) vercop(er) staende op Vloonburch, Inde versz lange houtstraet ... 1609-10-29\")"
"BB3637","Uitgang",,"Lange Houtstraat","https://adamlink.nl/geo/street/lange-houtstraat/6358","nee",,,"Lange Houtstraat – Uitgang TA: 1 (\"een zuyckerbackerye met een erve van Zestien voeten breet, ende de wal daer vooren gelegen aende noort zyde van(de) Amstel, met een vryen uyt ganck, die ten deele ouertimmert is tot Jnde Langehoutstraet, mitsgaders een Coocken ende Lootse aende oostzyde van de ganck ... 1628-04-15\")"
"BB3638","Steegje",,"Lange Keizersdwarsstraat","https://adamlink.nl/geo/street/lange-keizersdwarsstraat/2608","nee",,,"Lange Keizersdwarsstraat – Steegje WV: 1 (1620-01-27)"
"BB3639",,,,,,,,"Lange Kollegat Janse TA"
"BB3640","Lange Leidsedwarsstraat",,,,"nee",,,"Lange Leidsedwarsstraat – Gangen RN53; BA53; RN75"
"BB3641","Lange Lijssensteegje",,"Langestraatsdwarsstraat of Molenstraat",,"nee",,,"Lange Lijssensteegje - Langestraatsdwarsstraat of Molenstraat TA: 1 (\"een huys & erve staende in de Lange straets dwers straet of de Molenstraet ouer Corsgens Brugh ... strecken(de) voor vande straet, tot achter aen Lange Lyssen steech gin ... 1629-03-26\")"
"BB3642","Gang",,"Lange Raampad",,"nee",,,"Lange Raampad – Sint Antoniespoort – Gang TA: 1 (1634-09-16)"
"BB3643","Eerste Slopje/Slopje",,"Lange Schuttingpad","https://adamlink.nl/geo/street/de-clercqstraat/911","nee",,,"Lange Schuttingpad – Eerste Slopje/Slopje TA: 2 (1657-09-08, 1677-02-25)"
"BB3644","Lange Sieber(t)s(dwars)gang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lange Sieber(t)s(dwars)gang – Goudsbloemgracht TA zie: Lange Sieuwertsgang"
"BB3645","Lange Sieuwertsdwarsgang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lange Sieuwertsdwarsgang – Goudsbloemgracht TA 1764-10-30, 1794-04-01; MNM"
"BB3646","Lange-Sieuwertsgang","https://adamlink.nl/geo/street/siepersche-gang/6674","Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","ja","20/21","86-90","Lange-Sieuwertsgang B: Goudsbloemgracht 20/21   86-90 Aldus in het Inneemboek van het Aalmoezeniersweeshuis, Ao. 1720, No. 2, en Ao. 1724, No. 44; ook op de kaart van wijk 51. In 1796 en later: Sieperschegang.; BWK; Kw. (zie ook: Sijvertsgang): 13 (1680-1780); WV: 1 (1701); TA: 34 (1656-1806); MNM: 9 (1760-1806); K1805; BS: Ov 1 (1852); RN53; RN75; L; H; Tram25; AS30; SvA35"
"BB3647","Langestraat – Gang TA: 8 (1592-03-17, \"een huys en(de) erff staen(de) Jnde langestraet daer van lendenen syn de ganck desen vercoopers toebehooren(de) aen(de) noortoostsyde ... [1614-07-01]\"",,,,"nee",,,"Langestraat – Gang TA: 8 (1592-03-17, \"een huys en(de) erff staen(de) Jnde langestraet daer van lendenen syn de ganck desen vercoopers toebehooren(de) aen(de) noortoostsyde ... [1614-07-01]\" - 1804-03-20); WV: 2 (1614-01-07, 1677-01-12); MNM: 1 (1800-03-03)"
"BB3648","Gangen",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Langestraat – Gangen K1805"
"BB3649","Naamlooze Gangen",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","ja","75","-","Langestraat B: Naamlooze Gangen 75   -   vervallen.; 69/70   70; 65/66   60; 63/64   -   vervallen.; 62   -   vervallen."
"BB3650","Langestraat",,,,"nee",,,"Langestraat – Gangen RN53; RN75"
"BB3651","Gang",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Langestraat Wz bij Roomolenstraat – Gang TA: 1 (1760-01-22)"
"BB3652","Gang/Poort",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Langestraat Wz bij Roomolenstraat – Gang/Poort WV: 1 (1682-01-16)"
"BB3653","Poortje",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Langestraat – Poortje K1805"
"BB3654","Langestraat – Slopje/Slopsteeg(je)/Steegje Kw.: 5 (1639-07-12",,,,"nee",,,"Langestraat – Slopje/Slopsteeg(je)/Steegje Kw.: 5 (1639-07-12 - 1770-10-17); WV: 1 (1640-12-15); TA: 18 (\"Een huys en(de) erve staende buyten Corsgens poirt Inde Lange straet met een slopgen Jn te gaen ... 1609-03-31\", \"Een Huys ende erff staende Jnde langestraet buijten Corsgens poort Jn een slopgen Jn tegaen ... 1620-05-15\" - 1745-02-11)"
"BB3655","Straatje",,"Langestraat","https://adamlink.nl/geo/street/langestraat/2616","nee",,,"Langestraat – Straatje TA: 1 (1617-01-21)"
"BB3656","Langestraat",,"Zaksteegje",,"nee",,,"Langestraat - Zaksteegje TA: 1 (\"Een huys & erff staende & gelegen buyten Corsges poort Jnde lange straet daer lenen van zijn een sacksteechgen aen(de) noort oostzyde ... 1614-03-20\")"
"BB3657","Gang",,"Lange Tuinpad","https://adamlink.nl/geo/street/tuinpad/6265","nee",,,"Lange Tuinpad – Haarlemmerpoort – Gang Kw.: 1 (1565-02-05)"
"BB3658",,,,,,,,"Lange Weespad Kw."
"BB3659",,,,,,,,"Langgaardengang BR zie: Lange Aardegang"
"BB3660","Lang Havengang",,"Goudsbloemgracht","https://adamlink.nl/geo/street/willemsstraat/5074","nee",,,"Lang Havengang – Goudsbloemgracht WV: 1 (1681-02-03)"
"BB3661","Langstaartengang",,"Paardenstraat","https://adamlink.nl/geo/street/paardenstraat/3439","nee",,,"Langstaartengang – Paardenstraat BS zie: Lange Aardegang"
"BB3662","Lapjesgang",,"Achtergracht","https://adamlink.nl/geo/street/achtergracht/38","nee",,,"Lapjesgang – Achtergracht BS: O 1 (O18/7/132)"
"BB3663","Lapjesgang",,"Nieuwe Achtergracht","https://adamlink.nl/geo/street/nieuwe-achtergracht/3136","nee",,,"Lapjesgang – Nieuwe Achtergracht BS: O 1 (O18/7/132)"
"BB3664","Lapjes?gang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Lapjes?gang – Laurierstraat BS: O 1 (O13/4/213)"
"BB3665","Laressengang",,"Looiersgracht","https://adamlink.nl/geo/street/looiersgracht/2747","nee",,,"Laressengang – Looiersgracht BS zie: La Rossegang"
"BB3666","La-Rossegang",,"Looiersgracht","https://adamlink.nl/geo/street/looiersgracht/2747","ja","24","-","La-Rossegang B: Looiersgracht 24   -   vervallen.; BWK; B Wk: 1 (1750); (B W Kf: 1); MNM: 1 (1805); K1805; BS: G 6/(7), O 13, Ov 3 (1812-1836)"
"BB3667","Lasmansgang",,"Anjeliersgracht","https://adamlink.nl/geo/street/westerstraat/4964","nee",,,"Lasmansgang – Anjeliersgracht B Nok: 1 (1672-10-31)"
"BB3668","Steegje",,"Lastage",,"nee",,,"Lastage – Steegje TA: 2 (1593, \"Een erue gelegen opde Lastage aende Waelcant, daer lenden van zijn een steechgen van ses voeten, wijt aende oostzijde Jn welck Steechgen dit erue een uijtgangh heeft ... 1599-11-05\""
"BB3669",,,,,,,,"Late Haversteeg (zie ook: Elleboogsteeg) Kw.: 10 (1759-1800); TA: 5 (1668-1779); MNM 6 (1762-1802); K1805"
"BB3670","Laumetjes?gang",,"Bloemstraat","https://adamlink.nl/geo/street/bloemstraat/504","nee",,,"Laumetjes?gang – Bloemstraat BS: Ov 1 (O45/6/14)"
"BB3671","Laurierboomsgang",,"Laurierstraat","https://adamlink.nl/geo/street/laurierstraat/2632","nee",,,"Laurierboomsgang – Laurierstraat TA: 2 (1722-03-11, 1759-03-13); Kw. (zie ook: Diaconiegang): 4 (1740-07-14, 1745-05-11)"
"BB3672","Gang",,"Laurierdwarsstraat",,"nee",,,"Laurierdwarsstraat – Gang TA zie: Laurierstraat Zz – Gang"
